40 -1.25e-10 1.0125e-08 40 -1.25e-11 1.0125e-09
0 0 -79.2941
0 1 -79.7826
0 2 -80.3723
0 3 -81.0563
0 4 -81.8282
0 5 -82.682
0 6 -83.6119
0 7 -84.6126
0 8 -85.6788
0 9 -86.8058
0 10 -87.989
0 11 -89.2242
0 12 -90.5074
0 13 -91.8349
0 14 -93.2031
0 15 -94.6087
0 16 -96.0489
0 17 -97.5205
0 18 -99.021
0 19 -100.415
0 20 -98.8857
0 21 -99.7829
0 22 -100.725
0 23 -101.708
0 24 -102.73
0 25 -103.788
0 26 -104.88
0 27 -106.003
0 28 -107.154
0 29 -108.333
0 30 -109.537
0 31 -110.764
0 32 -112.012
0 33 -113.28
0 34 -114.567
0 35 -115.87
0 36 -117.188
0 37 -118.52
0 38 -119.865
0 39 -121.222
0 40 -122.59
1 0 -70.3961
1 1 -70.9687
1 2 -71.6429
1 3 -72.4115
1 4 -73.2681
1 5 -74.1468
1 6 -75.0949
1 7 -76.0801
1 8 -77.0852
1 9 -77.0532
1 10 -77.2873
1 11 -77.6106
1 12 -78.0197
1 13 -78.5102
1 14 -79.0776
1 15 -79.7174
1 16 -80.4248
1 17 -81.1957
1 18 -82.0257
1 19 -82.9108
1 20 -83.8473
1 21 -84.8316
1 22 -85.8602
1 23 -86.9301
1 24 -88.0383
1 25 -89.182
1 26 -90.3585
1 27 -91.5653
1 28 -92.8002
1 29 -94.061
1 30 -95.3457
1 31 -96.6523
1 32 -97.9792
1 33 -99.3244
1 34 -100.687
1 35 -102.064
1 36 -103.456
1 37 -104.86
1 38 -106.276
1 39 -107.702
1 40 -109.138
2 0 -62.5362
2 1 -62.9826
2 2 -63.4493
2 3 -63.8582
2 4 -63.4631
2 5 -63.2032
2 6 -63.0536
2 7 -63.0191
2 8 -63.0978
2 9 -63.2851
2 10 -63.5754
2 11 -63.9629
2 12 -64.4415
2 13 -65.0053
2 14 -65.6486
2 15 -66.3659
2 16 -67.1521
2 17 -68.0024
2 18 -68.912
2 19 -69.8768
2 20 -70.8926
2 21 -71.9557
2 22 -73.0625
2 23 -74.2098
2 24 -75.3944
2 25 -76.6135
2 26 -77.8643
2 27 -79.1444
2 28 -80.4512
2 29 -81.7829
2 30 -83.1372
2 31 -84.5121
2 32 -85.9057
2 33 -87.3164
2 34 -88.7425
2 35 -89.4928
2 36 -90.9147
2 37 -92.3492
2 38 -93.795
2 39 -95.2511
2 40 -96.7161
3 0 -53.6152
3 1 -52.9362
3 2 -52.2997
3 3 -51.7808
3 4 -51.3969
3 5 -51.15
3 6 -51.0375
3 7 -51.053
3 8 -51.1899
3 9 -51.4409
3 10 -51.7987
3 11 -52.2563
3 12 -52.8067
3 13 -53.4433
3 14 -54.1602
3 15 -54.951
3 16 -55.8107
3 17 -56.7341
3 18 -57.7164
3 19 -58.7531
3 20 -59.8399
3 21 -60.9731
3 22 -62.1489
3 23 -63.3639
3 24 -64.6153
3 25 -65.8997
3 26 -67.2145
3 27 -68.557
3 28 -69.3199
3 29 -70.6709
3 30 -72.0451
3 31 -73.4395
3 32 -74.8535
3 33 -76.285
3 34 -77.7322
3 35 -79.1936
3 36 -80.667
3 37 -82.1525
3 38 -83.6483
3 39 -85.1531
3 40 -86.6658
4 0 -43.3226
4 1 -42.5177
4 2 -41.8634
4 3 -41.3653
4 4 -41.0216
4 5 -40.8263
4 6 -40.7733
4 7 -40.8538
4 8 -41.059
4 9 -41.3804
4 10 -41.8098
4 11 -42.3392
4 12 -42.9615
4 13 -43.6695
4 14 -44.4569
4 15 -45.3176
4 16 -46.2458
4 17 -47.2365
4 18 -48.2846
4 19 -49.3858
4 20 -50.5356
4 21 -51.73
4 22 -52.4968
4 23 -53.7185
4 24 -54.9764
4 25 -56.2688
4 26 -57.5925
4 27 -58.9436
4 28 -60.3216
4 29 -61.7235
4 30 -63.1465
4 31 -64.5896
4 32 -66.0507
4 33 -67.5281
4 34 -69.0192
4 35 -70.5241
4 36 -72.0406
4 37 -73.5676
4 38 -75.1037
4 39 -76.6477
4 40 -78.1987
5 0 -34.3559
5 1 -33.5705
5 2 -32.9595
5 3 -32.5187
5 4 -32.24
5 5 -32.1142
5 6 -32.1318
5 7 -32.2832
5 8 -32.559
5 9 -32.9503
5 10 -33.4486
5 11 -34.0458
5 12 -34.7343
5 13 -35.5073
5 14 -36.358
5 15 -37.2803
5 16 -38.2686
5 17 -39.3175
5 18 -40.0509
5 19 -41.146
5 20 -42.2895
5 21 -43.48
5 22 -44.7117
5 23 -45.9828
5 24 -47.2888
5 25 -48.6278
5 26 -49.9967
5 27 -51.3919
5 28 -52.8126
5 29 -54.256
5 30 -55.7193
5 31 -57.2016
5 32 -58.7008
5 33 -60.2151
5 34 -61.7423
5 35 -63.2821
5 36 -64.8327
5 37 -66.3927
5 38 -67.9609
5 39 -69.5362
5 40 -71.1175
6 0 -26.7488
6 1 -26.0237
6 2 -25.4797
6 3 -25.1085
6 4 -24.9002
6 5 -24.8447
6 6 -24.9318
6 7 -25.1516
6 8 -25.4942
6 9 -25.9508
6 10 -26.5125
6 11 -27.1713
6 12 -27.9194
6 13 -28.7503
6 14 -29.6564
6 15 -30.3379
6 16 -31.3088
6 17 -32.3414
6 18 -33.4314
6 19 -34.5725
6 20 -35.7628
6 21 -36.9965
6 22 -38.2715
6 23 -39.5832
6 24 -40.9295
6 25 -42.3071
6 26 -43.7123
6 27 -45.1442
6 28 -46.5998
6 29 -48.0762
6 30 -49.5726
6 31 -51.0866
6 32 -52.6163
6 33 -54.1602
6 34 -55.716
6 35 -57.2837
6 36 -58.8612
6 37 -60.4473
6 38 -62.0407
6 39 -63.6404
6 40 -65.2457
7 0 -20.3928
7 1 -19.7378
7 2 -19.2651
7 3 -18.9649
7 4 -18.8265
7 5 -18.8394
7 6 -18.993
7 7 -19.2771
7 8 -19.682
7 9 -20.1982
7 10 -20.8175
7 11 -21.5317
7 12 -22.3325
7 13 -22.9525
7 14 -23.8332
7 15 -24.7844
7 16 -25.8005
7 17 -26.8771
7 18 -28.0077
7 19 -29.1898
7 20 -30.4174
7 21 -31.6888
7 22 -32.9986
7 23 -34.3449
7 24 -35.7235
7 25 -37.1325
7 26 -38.5688
7 27 -40.0293
7 28 -41.513
7 29 -43.0171
7 30 -44.5396
7 31 -46.0781
7 32 -47.6322
7 33 -49.1995
7 34 -50.7786
7 35 -52.3681
7 36 -53.9666
7 37 -55.573
7 38 -57.1863
7 39 -58.8051
7 40 -60.4288
8 0 -15.1461
8 1 -14.5637
