32 0 8
0 0.055082149818991955, 11.648376538360827
1 0.22651536248027493, 10.816142969363707
2 0.4258563074352548, 9.871445404556166
3 0.5992829295460875, 9.078574234092695
4 0.794238373712058, 8.238468185388845
5 0.9999582289055973, 7.40173605655931
6 1.215246449456976, 6.520018329405605
7 1.4407864900346106, 5.6877847604084835
8 1.6398426622110833, 5.029870384917519
9 1.8276218323586744, 4.4056952081696785
10 2.064438874965191, 3.6296936370777697
11 2.451160308177852, 2.6662520729684918
12 2.7740926390049196, 1.9314873003404056
13 3.0651304186391917, 1.3747905210788183
14 3.344207741576163, 0.896818538884526
15 3.663153253504132, 0.5594265514532619
16 3.9023623874501077, 0.3120057606703348
17 4.369389744201775, 0.04369879923689979
18 4.612016151489836, 0.022666571448976214
19 4.8683116521462395, 0.05333857030636402
20 5.138276246170983, 0.2389041633935598
21 5.449248120300752, 0.4469625556428394
22 5.766200222779171, 0.7956009426551471
23 6.004213311055417, 1.1464886095836615
24 6.262559175717071, 1.5547329143754922
25 6.521702404158544, 2.06644409531291
26 6.776858813700919, 2.6175176747839757
27 7.054939431913116, 3.2923016496465056
28 7.3390002784739625, 4.000824823252161
29 7.5662489557226404, 4.686855197695731
30 7.810583999681745, 5.466070025810797
31 7.972904483430799, 5.957698350353496
32 -1 -1
